record_id,strategy_sus,strategy_fs,strategy_nut
LEX-FAOC006911,0.11285745967103669,0.2947955474662583,0.43285145387647367
LEX-FAOC006934,0.13823553622579604,0.22305567285248015,0.2078603689358021
LEX-FAOC006955,0.03323297780326103,0.2644861666684164,0.3161240239918655
LEX-FAOC006956,0.18153115311627926,0.24157454810972379,0.23520379905245942
LEX-FAOC006957,0.17177883827441912,0.2520712471355128,0.22211485404634473
LEX-FAOC006968,0.24069179495609844,0.38780622351562816,0.35945976643099187
LEX-FAOC006976,0.11067519120396252,0.29587896560383786,0.24013681868918932
LEX-FAOC006977,0.16021777456489314,0.15101236199111523,0.1647434790528785
LEX-FAOC007002,-0.039420051981178414,0.07841727535983231,0.14894452590501253
LEX-FAOC007008,0.14344652968020677,0.3252750046653895,0.21091777317128046
LEX-FAOC007014,0.11008503341547639,0.2330419813534582,0.3192686142342513
LEX-FAOC007016,0.1912507487951814,0.31865402840236806,0.23794482058881178
LEX-FAOC007022,0.17481380496794383,0.36413496937095874,0.29790512955687026
LEX-FAOC007027,0.15416798653667688,0.33904751052523474,0.1992860404848374
LEX-FAOC007032,0.12766275020173581,0.2963254958665775,0.17716429384577786
LEX-FAOC007033,0.17291479563387308,0.36130833094381715,0.24536599545166352
LEX-FAOC007034,0.20713401141670698,0.337026688192495,0.19914553989343986
LEX-FAOC007035,0.2017752918303754,0.42524728889293545,0.2653567062907352
LEX-FAOC007036,0.10389753958961127,0.30613913523489417,0.23445021369125968
LEX-FAOC007037,0.2148923590903107,0.3918195636997313,0.24361666232448484
LEX-FAOC007038,0.1796012417549295,0.3343363458344529,0.2093559826273205
LEX-FAOC007041,0.16165573878405312,0.3335751410482356,0.317962436106136
LEX-FAOC007043,0.1502043515618343,0.2996143875216133,0.28095229612425765
LEX-FAOC007044,0.22372591321795962,0.29314203780234316,0.27840974139919816
LEX-FAOC007045,0.199620559008985,0.19601723481665065,0.18470118506735617
LEX-FAOC007052,0.15890700037184294,0.3130568050121639,0.39192310859211626
LEX-FAOC007054,0.14301742080169264,0.11821150673431874,0.16872492885563933
LEX-FAOC007056,0.11818370923991711,0.2747642526723855,0.31319116373667194
LEX-FAOC007058,0.2013450724249798,0.34159835864406585,0.28947429065521696
LEX-FAOC007062,0.24685922672901456,0.3016792521367244,0.2792860024623431
LEX-FAOC007063,0.1647333756570251,0.40860088406905265,0.5773562175529302
LEX-FAOC007067,0.2514593133760244,0.32216231253805455,0.30998008613924083
LEX-FAOC007070,0.1733127792255116,0.30717737560769864,0.2711483198353108
LEX-FAOC007080,0.19325862267005728,0.4084811388446652,0.33974693124817673
LEX-FAOC007112,0.05645047184546881,0.275725275209145,0.3380908301472369
LEX-FAOC007114,0.07953544064988403,0.27989838139144857,0.2534220551058937
LEX-FAOC007116,0.08409288261444081,0.13600495122592485,0.20661624682273308
LEX-FAOC007117,0.03907819372973104,0.054610250527304824,0.12375955349619062
LEX-FAOC007118,0.06508119606049237,0.2230122598442351,0.2581376945116265
LEX-FAOC007132,0.10721604957610358,0.36050632905996577,0.3860613530982142
LEX-FAOC007134,0.14358410336376792,0.30559427806095985,0.3353975026674185
LEX-FAOC007136,0.09977982331541753,0.3178487767649899,0.2826224422709636
LEX-FAOC007137,0.06153044243415239,0.30143206695558983,0.2922366970027303
LEX-FAOC007140,0.10899857330980564,0.3656232189781103,0.3873304017134962
LEX-FAOC007145,0.14007172066802986,0.38716848808729976,0.3990847653543119
LEX-FAOC007148,0.024261801209091723,0.3007373796439718,0.2652260599883103
LEX-FAOC007157,0.11449672477021047,0.1205370873740882,0.17134298820514493
LEX-FAOC007169,0.1334309909798496,0.26965236455403396,0.24273854441203835
LEX-FAOC007184,0.13121312163483626,0.22738656716146394,0.2778894522721242
LEX-FAOC007185,0.027321466980502602,0.19243454099612778,0.14328014464092145
LEX-FAOC007194,0.0706727292480211,0.19423423015143876,0.2878775502764547
LEX-FAOC007195,0.12020359970492892,0.21852868621054963,0.2445122100718448
LEX-FAOC007196,0.20898453466005296,0.2754355528353946,0.2172867994763168
LEX-FAOC007208,0.09632526124938826,0.1973160284235823,0.2278289616473879
LEX-FAOC007209,0.08341457731687164,0.3318936752236114,0.3502574803961463
LEX-FAOC007220,0.12034265408551266,0.23862853616404256,0.2066056005821731
LEX-FAOC007221,0.17341061369579888,0.30404894640161945,0.2684431309924569
LEX-FAOC007222,0.16421124766401796,0.2777053249859937,0.18033314895353375
LEX-FAOC007241,-0.013452995549851547,0.1939023196539692,0.30643658468922674
